xAxis,obliqueXDim1,obliqueXDim2,obliqueXDim3,yAxis,obliqueYDim1,obliqueYDim2,obliqueYDim3,zAxis,obliqueZDim1,obliqueZDim2,obliqueZDim3,landmarkName,landmarkX,landmarkY,landmarkZ,Number_csv,displayColor_csv,Representation,Flurophore_csv,stepSizeX,stepSizeY,stepSizeZ,stepSizeT,Channel,Slices,t,xSize,ySize,zSize,Gbyte,File,dimensionOrder
,,,,,,,,,,,,,,,,1|2,"(1.0, 0.0, 0.0)|(0.0, 1.0, 0.0)",,tdTomato|EGFP,,,,,2,1050,1,,,,,,
